record_id,region_code,country_name,country_code,survey_acronym,reporting_year,reporting_level,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
1089,OHI,Israel,ISR,HES-LIS,2003,national,national,2003,income,0,"1979 - 2018",2.15,0.004627058,0.001871245,0.000982,0.002745243,26.53658242,20.70500406,0.295733522,0.40722571,0.382785729,0.019429114,0.032579731,0.043822064,0.056073139,0.069936097,0.086209152,0.105038522,0.128273406,0.164200032,0.294438742,0.818587819,4.20660305,6689700,28010.60746,15183.20682,0,micro,survey
1090,EAP,Indonesia,IDN,SUSENAS,1990,rural,national,1990,consumption,0,"1984 - 1990",2.15,0.730923283,0.246950551,0.106502367,0.33659955,1.89133589,1.644002685,0.114378666,0.26455078,0.213676216,0.044471986,0.055610262,0.065033349,0.073745661,0.082429998,0.091757787,0.102686558,0.117133654,0.14079324,0.226337505,0.088989019,4746.851602,126448098,1483.638032,823.146469,0,aggregate,survey
1091,SAS,India,IND,CPHS,2015,rural,national,2015.25,consumption,4,"2015 - 2016",2.15,0.220011491,0.044234119,0.01378529,0.054075248,3.696956843,2.995308432,0.162112188,0.312638052,0.233142812,0.03879555,0.051967284,0.060541749,0.068505247,0.076659902,0.085815658,0.096924778,0.112157158,0.138755597,0.269877077,0.945099492,17.09197102,889270551,1565.137866,923.6840791,0,imputed,survey
1092,OHI,Israel,ISR,HES-LIS,2004,national,national,2004,income,0,"1979 - 2018",2.15,0.004991389,0.002774306,0.001774132,0.004733059,27.61894362,21.57241843,0.313854256,0.414563007,0.393985937,0.017530162,0.030286596,0.042262404,0.055811106,0.070026503,0.086111005,0.105765153,0.130256987,0.168630921,0.293319163,0.815217374,4.20660305,6809000,28836.51318,15713.03703,0,micro,survey
1093,SAS,India,IND,CPHS,2015,urban,national,2015.25,consumption,4,"2015 - 2016",2.15,0.120228355,0.023635676,0.007718127,0.029381267,5.140684167,3.673608509,0.232937182,0.378798629,0.313448291,0.032133552,0.044304879,0.05194768,0.059178654,0.067043523,0.07661173,0.08989357,0.112062529,0.155814201,0.311009681,0.942501521,20.78734502,433595954,1565.137866,923.6840791,0,imputed,survey
1094,OHI,Ireland,IRL,EU-SILC,2019,national,national,2019,income,3,"2003 - 2020",2.15,0.00058,0.00031,0.000176,0.000467,55.83371056,46.41225267,0.162274134,0.308315018,0.248655795,0.035310493,0.050957232,0.061073533,0.069295986,0.07763164,0.088679501,0.101251723,0.119287219,0.145352012,0.251160663,1.014320056,0.97072345,4934340,75239.30289,22186.45416,0,micro,survey
1095,OHI,Israel,ISR,HES-LIS,2005,national,national,2005,income,0,"1979 - 2018",2.15,0.004833153,0.003517412,0.002655826,0.007066441,28.89179071,22.13030482,0.325642296,0.422676225,0.394679087,0.017563288,0.030394651,0.042007434,0.055132879,0.068092559,0.084348182,0.103365367,0.127546108,0.167210928,0.304338605,0.825918402,4.20660305,6930100,29503.90146,15961.38494,0,micro,survey
1096,SAS,India,IND,CPHS,2016,rural,national,2016.25,consumption,4,"2015 - 2016",2.15,0.200926388,0.040324353,0.012911107,0.049753289,3.744433852,3.04049987,0.160646066,0.310115298,0.225296411,0.038896606,0.052793251,0.061363223,0.069122196,0.077041803,0.085788958,0.096425804,0.110973858,0.136875276,0.270719025,0.984624064,17.09197102,894450030,1673.431751,986.5690532,0,imputed,survey
1097,EAP,Indonesia,IDN,SUSENAS,1990,urban,national,1990,consumption,0,"1984 - 1990",2.15,0.392802672,0.109151319,0.040418416,0.142842477,3.191251544,2.510467399,0.196591082,0.346628776,0.292054493,0.034619842,0.044391233,0.053755509,0.063208891,0.073272383,0.084652529,0.098557882,0.117615442,0.149930258,0.279996031,0.088989019,5098.19611,55711776,1483.638032,823.146469,0,aggregate,survey
1098,OHI,Israel,ISR,HES-LIS,2006,national,national,2006,income,0,"1979 - 2018",2.15,0.002249658,0.001080169,0.000519,0.001471751,29.44271959,23.00516097,0.311100259,0.415553224,0.386022804,0.017933975,0.03006576,0.042576895,0.055940628,0.07039729,0.086090704,0.104339009,0.12838393,0.167485413,0.296786396,0.842938988,4.20660305,7053700,30605.156,16489.78855,0,micro,survey
1099,OHI,Ireland,IRL,EU-SILC,2020,national,national,2020,income,3,"2003 - 2020",2.15,0.001443056,0.001014827,0.000876,0.002106384,58.01933515,49.20635999,0.147272729,0.292285265,0.241019067,0.037266169,0.052759159,0.062228438,0.070706202,0.079852714,0.090645692,0.103165569,0.12003276,0.145302017,0.23804128,1.010926312,0.97072345,4985382,79074.54014,19355.36736,0,micro,survey
1100,OHI,Israel,ISR,HES-LIS,2007,national,national,2007,income,0,"1979 - 2018",2.15,0.004918124,0.001918006,0.001120974,0.002990039,30.88246026,24.16329303,0.304548026,0.410986336,0.38393362,0.018286134,0.031217303,0.04275505,0.056879716,0.070404237,0.086458544,0.104360813,0.129112406,0.165814149,0.29471165,0.846814946,4.20660305,7180100,31880.34505,17402.97092,0,micro,survey
1101,SAS,India,IND,CPHS,2016,urban,national,2016.25,consumption,4,"2015 - 2016",2.15,0.141065814,0.028621727,0.008915495,0.034892094,5.185537875,3.788232852,0.238645429,0.38292568,0.319473429,0.030397732,0.042181214,0.050649351,0.058961346,0.068017018,0.078769827,0.092776354,0.113836878,0.153388133,0.311022148,0.981327842,20.78734502,444186310,1673.431751,986.5690532,0,imputed,survey
1102,MNA,"Iran, Islamic Rep.",IRN,SECH,1986,national,national,1986,consumption,0,"1986 - 1998",2.15,0.091390332,0.022931522,0.008595422,0.029653057,9.694025002,6.4474981,0.391807044,0.474196415,0.427123373,0.018069348,0.027769554,0.037707883,0.048287057,0.060047989,0.073841543,0.091238268,0.115782461,0.158688302,0.368567596,0.004138425,13944.9043,48913237,3504.305673,1672.676532,0,group,survey
1103,EAP,Indonesia,IDN,SUSENAS,1993,rural,national,1993,consumption,1,"1993 - 1999",2.15,0.74120747,0.252128948,0.108692664,0.337284593,1.860664038,1.613510597,0.110140907,0.26001828,0.20951756,0.044434946,0.057755488,0.066124474,0.073969674,0.082285913,0.091574807,0.102693887,0.117352015,0.140163077,0.22364572,0.114822812,4746.851602,126914745,1706.952365,913.7824069,0,micro,survey
1104,OHI,Israel,ISR,HES-LIS,2008,national,national,2008,income,0,"1979 - 2018",2.15,0.004835079,0.001848047,0.00097,0.002722013,31.69686088,24.48591172,0.313579058,0.416426794,0.392643558,0.017695734,0.030567266,0.042864849,0.055633708,0.069355184,0.085773547,0.104582517,0.128177251,0.165671685,0.299678258,0.885406164,4.20660305,7308800,32337.19771,17460.54276,0,micro,survey
1105,OHI,Israel,ISR,HES-LIS,2009,national,national,2009,income,0,"1979 - 2018",2.15,0.004916277,0.002057201,0.001080824,0.00301693,31.74014782,24.52122863,0.33506615,0.426339505,0.399830679,0.016373949,0.029399087,0.040757309,0.05424427,0.068958392,0.085588066,0.104947396,0.129576664,0.165368656,0.304786212,0.914981468,4.20660305,7485600,31852.2672,17222.36792,0,micro,survey
1106,SAS,India,IND,CPHS,2017,rural,national,2017.25,consumption,5,"2017 - 2018",2.15,0.14595456,0.026275041,0.008094879,0.032388371,4.038744909,3.205467544,0.161320459,0.312733027,0.226508585,0.040239301,0.053466751,0.061221056,0.068273718,0.075515296,0.083595625,0.093663549,0.108507266,0.139229857,0.276287582,1.006225799,17.09197102,899185932,1772.229936,1040.388506,0,imputed,survey
1107,MNA,"Iran, Islamic Rep.",IRN,SECH,1990,national,national,1990,consumption,0,"1986 - 1998",2.15,0.08431167,0.022067227,0.009147984,0.028446498,8.651049205,6.192323794,0.327744551,0.436047776,0.386300673,0.020603698,0.031545679,0.042265855,0.053275139,0.065158322,0.078753452,0.095536876,0.118767865,0.15862973,0.335463385,0.009015415,13944.9043,55793629,3300.923079,1581.118788,0,group,survey
1108,OHI,Israel,ISR,HES-LIS,2010,national,national,2010,income,0,"1979 - 2018",2.15,0.002276784,0.001366248,0.00082,0.002086641,32.49524012,25.10354205,0.327615834,0.425270246,0.385268737,0.017599958,0.029467059,0.041371832,0.055179887,0.06945922,0.085498076,0.103174362,0.125849222,0.161748573,0.310651811,0.939838222,4.20660305,7623600,33048.55459,17720.33315,0,micro,survey
1109,EAP,Indonesia,IDN,SUSENAS,1993,urban,national,1993,consumption,1,"1993 - 1999",2.15,0.385552814,0.104589689,0.039213988,0.133640563,3.270112982,2.520346332,0.203364338,0.353532396,0.296211765,0.033171678,0.044978715,0.053687154,0.062476914,0.071846297,0.083018733,0.097369258,0.117138494,0.150248582,0.286064176,0.114822812,5098.19611,64822542,1706.952365,913.7824069,0,micro,survey
1110,SAS,India,IND,CPHS,2017,urban,national,2017.25,consumption,5,"2017 - 2018",2.15,0.109354557,0.022884697,0.007297673,0.028028042,5.944885336,4.323100607,0.257360294,0.395788816,0.328014186,0.027950726,0.040100482,0.049113579,0.057914613,0.067427943,0.078670838,0.092893661,0.113443113,0.151813756,0.320671289,1.011559023,20.78734502,455009748,1772.229936,1040.388506,0,imputed,survey
1111,OHI,Israel,ISR,HES-LIS,2011,national,national,2011,income,0,"1979 - 2018",2.15,0.002307706,0.001560659,0.001055445,0.002602818,32.35995271,25.12434325,0.311877355,0.414441639,0.395350977,0.017614564,0.030865459,0.042456842,0.055340511,0.069976719,0.086042523,0.105822068,0.130115826,0.167162013,0.294603474,0.972531143,4.20660305,7765800,34247.62328,18127.85705,0,micro,survey
1112,MNA,"Iran, Islamic Rep.",IRN,SECH,1994,national,national,1994,consumption,0,"1986 - 1998",2.15,0.044768799,0.008919329,0.00297141,0.011275201,9.983241374,7.142717862,0.314749912,0.429983695,0.38093938,0.022331557,0.032688208,0.042969005,0.053636141,0.065245489,0.078617468,0.095218284,0.118303873,0.158063526,0.332926449,0.021165019,13944.9043,59985749,3544.515428,1724.483207,0,group,survey
1113,OHI,Israel,ISR,HES-LIS,2012,national,national,2012,income,0,"1979 - 2018",2.15,0.007390074,0.003071404,0.001838954,0.004842161,34.30668008,26.82665263,0.320859298,0.416095964,0.387283754,0.016440869,0.030657253,0.042929966,0.055885273,0.070412623,0.0861285,0.10558578,0.129331586,0.16528875,0.297339399,0.988961891,4.20660305,7910500,34491.16011,18278.129,0,micro,survey
1114,SAS,India,IND,CPHS,2018,rural,national,2018.25,consumption,5,"2017 - 2018",2.15,0.116797342,0.020736215,0.006116359,0.02507243,4.33198468,3.491063986,0.159145547,0.310533577,0.228302064,0.03951132,0.052747131,0.061189165,0.068818767,0.0765135,0.085181606,0.09584952,0.110625134,0.137973985,0.271589873,1.027072888,17.09197102,903131481,1867.331778,1099.807578,0,imputed,survey
1115,MNA,"Iran, Islamic Rep.",IRN,SECH,1998,national,national,1998,consumption,0,"1986 - 1998",2.15,0.045256982,0.008156296,0.002321023,0.009745798,10.76657036,7.58650709,0.333271945,0.440956434,0.40202272,0.020689293,0.030878276,0.041175716,0.052013444,0.06394519,0.077818496,0.095173894,0.11945221,0.161407728,0.337445754,0.056488593,13944.9043,63461421,3753.204346,1751.54027,0,group,survey
1116,EAP,Indonesia,IDN,SUSENAS,1996,rural,NULL,1996,consumption,1,"1993 - 1999",2.15,0.640222349,0.195351715,0.078549105,0.255336124,2.151057152,1.83139361,0.124603941,0.275872084,0.219079749,0.042469017,0.055709094,0.064324827,0.072275733,0.080655157,0.090008608,0.101275672,0.116573903,0.141327208,0.23538078,0.147231355,4746.851602,126392260,2039.362989,1158.892716,0,micro,survey
1117,OHI,Israel,ISR,HES-LIS,2013,national,national,2013,income,0,"1979 - 2018",2.15,0.004537803,0.002254263,0.001353449,0.003614858,35.63148363,28.32875047,0.296864393,0.402248247,0.36632658,0.017939702,0.032511193,0.045475915,0.058305205,0.071919992,0.086951157,0.10516429,0.128922441,0.163537397,0.289272709,1.004550047,4.20660305,8059500,35348.30685,18532.78807,0,micro,survey
1118,OHI,Israel,ISR,HES-LIS,2014,national,national,2014,income,0,"1979 - 2018",2.15,0.004924324,0.001779459,0.001046765,0.002788496,36.19022361,29.42988107,0.292253059,0.397574889,0.363985503,0.01742144,0.032332796,0.045544517,0.058870982,0.073192214,0.089537116,0.106114378,0.129282064,0.165351167,0.282353327,1.009437174,4.20660305,8215700,36035.25775,18882.01688,0,micro,survey
1119,MNA,"Iran, Islamic Rep.",IRN,HEIS,2005,national,national,2005.23,consumption,1,"2005 - 2019",2.15,0.010210205,0.001908301,0.000602,0.002353467,16.56608683,11.67083663,0.323898392,0.435586412,0.392661206,0.020233553,0.032634579,0.042820149,0.05307502,0.06428652,0.077375243,0.0942074,0.119001587,0.163236675,0.333129274,0.151492774,13944.9043,70182594,4732.139569,2424.990503,0,micro,survey
1120,SAS,India,IND,CPHS,2018,urban,national,2018.25,consumption,5,"2017 - 2018",2.15,0.099406566,0.02327068,0.00831906,0.029502255,6.153537156,4.880796151,0.219505181,0.362158274,0.327848829,0.026826781,0.04076948,0.051389238,0.061830738,0.0731352,0.086291612,0.10258026,0.124743205,0.160059651,0.272373834,1.06668647,20.78734502,465871825,1867.331778,1099.807578,0,imputed,survey
1121,OHI,Israel,ISR,HES-LIS,2015,national,national,2015,income,0,"1979 - 2018",2.15,0.004938537,0.001908889,0.001218944,0.003222439,37.30196444,30.04671125,0.291342462,0.397195299,0.357399776,0.017580818,0.032529118,0.04641835,0.059581291,0.073440125,0.088379875,0.105553645,0.128304917,0.162668984,0.285542878,1.003033365,4.20660305,8380100,36206.52222,19217.7252,0,micro,survey
1122,EAP,Indonesia,IDN,SUSENAS,1996,urban,national,1996,consumption,1,"1993 - 1999",2.15,0.298080967,0.075035187,0.026832166,0.09468792,3.9025716,2.92998978,0.231059125,0.375496142,0.313943335,0.03077878,0.042147492,0.051012913,0.059842963,0.069547985,0.081231726,0.095759083,0.116157018,0.150725445,0.302796594,0.147231355,5098.19611,74981531,2039.362989,1158.892716,0,micro,survey
1123,OHI,Israel,ISR,HES-LIS,2016,national,national,2016,income,0,"1979 - 2018",2.15,0.002413946,0.000609,0.000154,0.000702,37.80141684,30.95249675,0.277574039,0.390130153,0.355704341,0.018564309,0.032822749,0.04629802,0.06009057,0.074461884,0.089367272,0.106918631,0.129430252,0.164565485,0.277480828,0.997556472,4.20660305,8546000,37109.02182,20005.31927,0,micro,survey
1124,MNA,"Iran, Islamic Rep.",IRN,HEIS,2006,national,national,2006.23,consumption,1,"2005 - 2019",2.15,0.008490967,0.001647189,0.000517,0.002020878,17.03464258,11.67010637,0.342065568,0.447520372,0.420046329,0.019536745,0.030946343,0.04049147,0.050903094,0.062422377,0.076012453,0.094100439,0.119904429,0.165747869,0.339934782,0.169410872,13944.9043,71275760,4873.486201,2565.703244,0,micro,survey
1125,SAS,India,IND,CPHS,2019,rural,national,2019.25,consumption,6,"2019 - 2021",2.15,0.138399221,0.025781486,0.007394802,0.030804308,4.492188282,3.632976789,0.174154375,0.323908212,0.259073095,0.036368647,0.048943338,0.05804178,0.066774337,0.075906886,0.086329813,0.098946817,0.11590711,0.144380277,0.268400994,1.108857623,17.09197102,906325664,1931.020733,1149.686809,0,imputed,survey
1126,EAP,Indonesia,IDN,SUSENAS,1998,rural,national,1998,consumption,1,"1993 - 1999",2.15,0.815419649,0.307882018,0.143958472,0.416083085,1.654049878,1.450483507,0.102148881,0.256841505,0.203614013,0.042969303,0.058337608,0.067095567,0.075194281,0.083344233,0.092383694,0.103196567,0.117423325,0.139954926,0.220100495,0.247814566,4746.851602,125559263,1797.083922,1135.887847,0,micro,survey
1127,MNA,"Iran, Islamic Rep.",IRN,HEIS,2009,national,national,2009.23,consumption,1,"2005 - 2019",2.15,0.014918264,0.004244826,0.001837528,0.005798529,16.42055186,12.03875114,0.307497004,0.420500246,0.390749739,0.019604127,0.03356709,0.043964203,0.054378646,0.066642909,0.080827926,0.098732441,0.123915516,0.165658051,0.312709092,0.278545439,13944.9043,74322685,5159.93466,2760.349371,0,micro,survey
1128,OHI,Israel,ISR,HES-LIS,2017,national,national,2017,income,0,"1979 - 2018",2.15,0.004574248,0.001924685,0.001041196,0.00292049,39.45939852,32.57171978,0.274649085,0.382020644,0.351408247,0.017680222,0.033703182,0.047978776,0.061722249,0.0754752,0.090974923,0.109130473,0.130586812,0.163240146,0.269508018,1,4.20660305,8713300,37953.04046,20323.51225,0,micro,survey
1129,SAS,India,IND,CPHS,2019,urban,national,2019.25,consumption,6,"2019 - 2021",2.15,0.106239024,0.022216604,0.007143311,0.027314676,5.875235916,4.486234279,0.228559175,0.371993305,0.334525149,0.028534614,0.041004364,0.050449871,0.059886006,0.070463883,0.083113336,0.099459476,0.122046275,0.158527937,0.286514237,1.147006568,20.78734502,476786386,1931.020733,1149.686809,0,imputed,survey
1130,OHI,Israel,ISR,HES-LIS,2018,national,national,2018,income,0,"1979 - 2018",2.15,0.004967662,0.001673933,0.001065219,0.002715194,40.95950097,33.64546574,0.27559264,0.385771738,0.348772541,0.018666264,0.033582474,0.047435847,0.061155155,0.074827286,0.090428433,0.107493587,0.128773715,0.161388615,0.276248623,1.008173248,4.20660305,8882800,38744.16044,20646.41841,0,micro,survey
1131,MNA,"Iran, Islamic Rep.",IRN,HEIS,2013,national,national,2013.23,consumption,1,"2005 - 2019",2.15,0.003053325,0.000546,0.000174,0.000685,15.12035297,11.61727574,0.232124892,0.373595078,0.326611025,0.027124263,0.040820054,0.050839424,0.060633623,0.071052017,0.083553244,0.099389135,0.120374134,0.156465371,0.289748735,0.692171785,13944.9043,78458928,5061.12264,2786.83453,0,micro,survey
1132,SAS,India,IND,CPHS,2020,rural,national,2020.25,consumption,6,"2019 - 2021",2.15,0.160212866,0.030659506,0.008954113,0.036787029,4.259741263,3.440516784,0.168543618,0.319304105,0.263549868,0.036838648,0.049448737,0.058368513,0.066872107,0.075903526,0.086461336,0.09977554,0.117773632,0.147111129,0.261446832,1.170078261,17.09197102,908684959,1846.229615,1107.726689,0,imputed,survey
1133,MNA,"Iran, Islamic Rep.",IRN,HEIS,2014,national,national,2014.23,consumption,1,"2005 - 2019",2.15,0.008125961,0.001333391,0.000416,0.001664358,15.01448532,11.36143339,0.254508549,0.387832928,0.337452271,0.024163419,0.038739643,0.04934671,0.059616311,0.070409038,0.082224076,0.098351839,0.120660868,0.158503702,0.297984394,0.79309064,13944.9043,79961672,5145.524064,2745.040002,0,micro,survey
1134,OHI,Italy,ITA,SHIW-LIS,1986,national,national,1986,income,0,"1986 - 2000",2.15,0.002057441,0.000695,0.000235,0.000848,30.78394838,26.17770287,0.183869341,0.325164082,0.282226203,0.028773402,0.045858401,0.056819352,0.067837722,0.07821791,0.091845923,0.10670001,0.124591446,0.152398846,0.246956988,798.925812,0.767221034,56596155,24301.14338,14428.84883,0,micro,survey
1135,SAS,India,IND,CPHS,2020,urban,national,2020.25,consumption,6,"2019 - 2021",2.15,0.123050278,0.026537716,0.008743689,0.032850497,5.566184974,4.225001754,0.23003235,0.373247879,0.33211634,0.028695901,0.0411951,0.050551176,0.059902771,0.070133092,0.082534623,0.09848384,0.121176676,0.158344671,0.288982148,1.204602303,20.78734502,487702168,1846.229615,1107.726689,0,imputed,survey
1136,OHI,Italy,ITA,SHIW-LIS,1987,national,national,1987,income,0,"1986 - 2000",2.15,0.012409264,0.01017166,0.008867126,0.020434093,33.66523486,27.84563752,0.238066574,0.345469739,0.305044032,0.023245095,0.043212502,0.0546039,0.066064847,0.077155614,0.089701275,0.106249538,0.127440803,0.157815449,0.254510977,836.8530625,0.767221034,56601931,25074.26732,14952.66924,0,micro,survey
1137,OHI,Italy,ITA,EU-SILC,2013,national,national,2013,income,1,"2003 - 2020",2.15,0.013731672,0.010843874,0.00984999,0.00578909,44.99789103,38.16923322,0.246964863,0.349118492,0.289974843,0.019677904,0.042658622,0.055625519,0.067342764,0.078652744,0.091575893,0.105928213,0.124926301,0.154331927,0.259280113,0.986052614,0.767221034,60233948,30257.62743,18164.29856,0,micro,survey
1138,MNA,"Iran, Islamic Rep.",IRN,HEIS,2015,national,national,2015.23,consumption,1,"2005 - 2019",2.15,0.007442688,0.001172517,0.000305,0.00138617,15.01396334,11.2414677,0.262435572,0.394710043,0.342302876,0.024161307,0.038487701,0.048622561,0.058308011,0.068992095,0.081482609,0.097133521,0.119179745,0.158030912,0.305601537,0.881281163,13944.9043,81790841,5032.369701,2681.950561,0,micro,survey
1139,OHI,Italy,ITA,SHIW-LIS,1989,national,national,1989,income,0,"1986 - 2000",2.15,0,0,0,0,37.79882583,31.7483633,0.179404346,0.325733158,0.281083059,0.030964284,0.045612066,0.056830383,0.067035117,0.077917327,0.090548846,0.104965728,0.123418141,0.151603176,0.251104932,934.2185353,0.767221034,56671781,26977.93266,16161.84228,0,micro,survey
1140,OHI,Italy,ITA,EU-SILC,2014,national,national,2014,income,1,"2003 - 2020",2.15,0.012321203,0.009051357,0.008005574,0.005346513,44.80750377,38.35141596,0.241708036,0.346573283,0.289034324,0.019769093,0.042177653,0.055798334,0.06764205,0.079497793,0.09212295,0.106836627,0.125767173,0.155056294,0.255332034,0.988429473,0.767221034,60789140,29979.91872,18029.83772,0,micro,survey
1141,OHI,Italy,ITA,SHIW-LIS,1991,national,national,1991,income,0,"1986 - 2000",2.15,0.002477169,0.002226704,0.002001563,0.005676561,37.80574824,32.36492652,0.17853538,0.314683259,0.266878558,0.029944076,0.046655627,0.059103274,0.069810489,0.080159079,0.091748606,0.10597938,0.124590653,0.151680646,0.240328169,1056.69595,0.767221034,56758521,27894.24279,16908.17766,0,micro,survey
1142,MNA,"Iran, Islamic Rep.",IRN,HEIS,2016,national,national,2016.23,consumption,1,"2005 - 2019",2.15,0.006932869,0.001116978,0.000318,0.001352161,15.32193823,11.36914837,0.269101088,0.399651967,0.350423354,0.023748337,0.037553555,0.047688774,0.057735466,0.068444369,0.080879951,0.0971864,0.120054216,0.158179851,0.308529081,0.941694685,13944.9043,83306231,5256.898162,2716.412736,0,micro,survey
1143,OHI,Italy,ITA,EU-SILC,2015,national,national,2015,income,1,"2003 - 2020",2.15,0.019488664,0.014087745,0.012443664,0.008550979,45.9257407,39.45245829,0.264986024,0.353974365,0.297159384,0.017458872,0.041188923,0.054198127,0.066763153,0.079605334,0.092764416,0.10772236,0.126751438,0.155921656,0.257625721,0.988812925,0.767221034,60730582,30242.38614,18377.87725,0,micro,survey
1144,OHI,Italy,ITA,SHIW-LIS,1993,national,national,1993,income,0,"1986 - 2000",2.15,0.012232189,0.007908283,0.00683441,0.016252516,36.03747451,30.93261564,0.254947287,0.355378879,0.29779288,0.020118444,0.040641595,0.053567868,0.065874039,0.078370336,0.09192386,0.107097568,0.125665437,0.155001243,0.26173961,1163.85742,0.767221034,56831821,27851.12136,16655.49633,0,micro,survey
1145,OHI,Italy,ITA,EU-SILC,2016,national,national,2016,income,1,"2003 - 2020",2.15,0.016299455,0.012401974,0.011199127,0.00934652,47.02356974,40.31917539,0.259342482,0.352462496,0.293093621,0.019026681,0.041647948,0.054709246,0.066568653,0.079052716,0.092410232,0.106750688,0.125380753,0.15484111,0.259611972,0.987883277,0.767221034,60627498,30685.6459,18638.67523,0,micro,survey
1146,MNA,"Iran, Islamic Rep.",IRN,HEIS,2017,national,national,2017.23,consumption,1,"2005 - 2019",2.15,0.00556791,0.000929,0.000258,0.001107495,16.52539214,12.16343896,0.281531128,0.408029421,0.361374634,0.022910667,0.036200592,0.046377955,0.056349588,0.067652606,0.080284012,0.096744601,0.120482286,0.160269942,0.31272775,1.019266321,13944.9043,84505076,5386.168028,2732.979114,0,micro,survey
1147,OHI,Italy,ITA,SHIW-LIS,1995,national,NULL,1995,income,0,"1986 - 2000",2.15,0.007423291,0.00521467,0.004432287,0.022425851,35.10138842,29.75927388,0.249810283,0.352380637,0.301340334,0.021287694,0.041264715,0.054084456,0.065718253,0.077665972,0.092150515,0.107318726,0.126042017,0.15290284,0.261564812,1274.416847,0.767221034,56844303,29265.08905,17164.99849,0,micro,survey
1148,SAS,India,IND,CPHS,2021,rural,national,2021.25,consumption,6,"2019 - 2021",2.15,0.126546454,0.021821637,0.005898941,0.025760474,4.375359215,3.579493952,0.156924098,0.308073726,0.250504989,0.038908123,0.05124356,0.059900464,0.068064624,0.076957149,0.08720025,0.099727793,0.116934234,0.145016693,0.25604711,1.216771968,17.09197102,909384771,1924.854293,1174.549006,0,imputed,survey
1149,OHI,Italy,ITA,EU-SILC,2017,national,national,2017,income,1,"2003 - 2020",2.15,0.014216343,0.011158032,0.010138118,0.009859453,47.84581893,40.53233542,0.264443632,0.359280009,0.29529789,0.018802268,0.040814621,0.053726405,0.066213767,0.078276815,0.091220348,0.105426592,0.124239115,0.154661382,0.266618686,1,0.767221034,60536709,31244.2271,18953.8417,0,micro,survey
1150,SAS,India,IND,CPHS,2021,urban,national,2021.25,consumption,6,"2019 - 2021",2.15,0.105200846,0.021248963,0.006594284,0.025904124,5.853129554,4.484252791,0.226557835,0.370607164,0.329990181,0.028998409,0.041221818,0.050571477,0.060183302,0.070733024,0.083278404,0.099054981,0.121366842,0.157879938,0.286711806,1.26638061,20.78734502,498179071,1924.854293,1174.549006,0,imputed,survey
1151,OHI,Italy,ITA,EU-SILC,2018,national,national,2018,income,1,"2003 - 2020",2.15,0.014576469,0.010169317,0.009146688,0.010042523,48.04954975,40.6749432,0.256374561,0.352225706,0.295825083,0.019111105,0.041703994,0.054973323,0.066746969,0.078750879,0.091333294,0.106659966,0.125629728,0.155851621,0.25923912,1.011374871,0.767221034,60421760,31593.48026,19167.21339,0,micro,survey
1152,MNA,"Iran, Islamic Rep.",IRN,HEIS,2018,national,national,2018.23,consumption,1,"2005 - 2019",2.15,0.008695604,0.001680528,0.000539,0.002088494,15.96722147,11.30805302,0.298012689,0.42003302,0.37437225,0.022482375,0.035551387,0.045364368,0.055064404,0.065252345,0.077771781,0.094467873,0.119025567,0.160096562,0.324923338,1.292941456,13944.9043,85617562,5253.069254,2669.51587,0,micro,survey
1153,OHI,Ireland,IRL,SIDPUSS-LIS,1987,national,national,1987,income,0,1987,2.15,0.00689184,0.003123656,0.001725141,0.004782587,19.56363186,16.06257416,0.218342762,0.354662027,0.295886243,0.027431317,0.042159036,0.052845499,0.063666575,0.075976531,0.087375601,0.101746154,0.121599839,0.154932281,0.272267168,0.4160059,0.97072345,3540057,19054.37136,9954.898047,0,micro,survey
1154,OHI,Italy,ITA,EU-SILC,2019,national,national,2019,income,1,"2003 - 2020",2.15,0.009943459,0.008350039,0.00759398,0.008214383,49.89792887,42.62293488,0.239059699,0.345872534,0.286532451,0.020764467,0.042670831,0.055760063,0.067476249,0.079239252,0.091872736,0.10567988,0.125066022,0.153914617,0.257555882,1.017556851,0.767221034,59729081,32114.29986,19429.61389,0,micro,survey
1155,MNA,"Iran, Islamic Rep.",IRN,HEIS,2019,national,national,2019.23,consumption,1,"2005 - 2019",2.15,0.009220823,0.001831068,0.000657,0.002366348,14.45230311,10.58808878,0.282907011,0.409359684,0.358025353,0.023145925,0.036437963,0.046360254,0.056448766,0.067358967,0.079812937,0.096035601,0.119509534,0.157974811,0.316915243,1.742411447,13944.9043,86564202,5059.879427,2530.285729,0,micro,survey
1156,OHI,Ireland,IRL,LIS-ECHP-LIS,1994,national,national,1994,income,1,"1994 - 2000",2.15,0.001634338,0.001325918,0.001075702,0.002725312,28.51859556,21.96192629,0.230973914,0.369142046,0.308005296,0.028605912,0.040946529,0.051923003,0.062764083,0.072020335,0.082620189,0.097553315,0.119475168,0.153763382,0.290328085,0.504612228,0.97072345,3590386,25954.70535,12462.39287,0,micro,survey
